# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_desk.bag'
# timestamp tx ty tz qx qy qz qw
1305031450.3895 1.2085 0.0478 1.6586 0.7353 0.5339 -0.2497 -0.3346
1305031450.3995 1.2087 0.0509 1.6568 0.7332 0.5362 -0.2523 -0.3337
1305031450.4095 1.2093 0.0540 1.6553 0.7317 0.5396 -0.2526 -0.3311
1305031450.4195 1.2096 0.0570 1.6535 0.7298 0.5423 -0.2542 -0.3297
1305031450.4295 1.2101 0.0604 1.6518 0.7276 0.5449 -0.2557 -0.3292
1305031450.4395 1.2108 0.0635 1.6501 0.7261 0.5473 -0.2568 -0.3275
1305031450.4495 1.2111 0.0669 1.6484 0.7243 0.5493 -0.2584 -0.3270
1305031450.4595 1.2119 0.0705 1.6467 0.7230 0.5514 -0.2590 -0.3258
1305031450.4695 1.2126 0.0740 1.6448 0.7219 0.5522 -0.2603 -0.3258
1305031450.4796 1.2134 0.0778 1.6431 0.7212 0.5538 -0.2604 -0.3246
1305031450.4896 1.2141 0.0817 1.6410 0.7205 0.5550 -0.2606 -0.3241
1305031450.4995 1.2151 0.0856 1.6391 0.7200 0.5559 -0.2603 -0.3238
1305031450.5094 1.2159 0.0895 1.6370 0.7193 0.5570 -0.2598 -0.3238
1305031450.5195 1.2167 0.0933 1.6349 0.7182 0.5578 -0.2598 -0.3247
1305031450.5295 1.2177 0.0976 1.6328 0.7169 0.5585 -0.2601 -0.3263
1305031450.5395 1.2187 0.1016 1.6310 0.7160 0.5593 -0.2592 -0.3276
1305031450.5495 1.2195 0.1055 1.6289 0.7141 0.5604 -0.2600 -0.3292
1305031450.5595 1.2206 0.1094 1.6267 0.7125 0.5611 -0.2603 -0.3313
1305031450.5695 1.2216 0.1133 1.6244 0.7110 0.5622 -0.2608 -0.3321
1305031450.5796 1.2228 0.1174 1.6221 0.7102 0.5631 -0.2606 -0.3326
1305031450.5895 1.2239 0.1215 1.6195 0.7093 0.5633 -0.2613 -0.3337
1305031450.5995 1.2251 0.1255 1.6170 0.7086 0.5642 -0.2611 -0.3337
1305031450.6094 1.2261 0.1297 1.6143 0.7083 0.5641 -0.2617 -0.3341
1305031450.6195 1.2274 0.1339 1.6116 0.7081 0.5641 -0.2618 -0.3343
1305031450.6295 1.2286 0.1379 1.6088 0.7080 0.5641 -0.2625 -0.3342
1305031450.6395 1.2298 0.1422 1.6060 0.7079 0.5640 -0.2635 -0.3337
1305031450.6495 1.2309 0.1462 1.6030 0.7075 0.5642 -0.2647 -0.3333
1305031450.6595 1.2319 0.1503 1.6000 0.7072 0.5643 -0.2660 -0.3327
1305031450.6695 1.2330 0.1543 1.5969 0.7072 0.5645 -0.2667 -0.3317
1305031450.6796 1.2342 0.1585 1.5937 0.7077 0.5647 -0.2671 -0.3301
1305031450.6895 1.2352 0.1624 1.5904 0.7077 0.5654 -0.2680 -0.3282
1305031450.6995 1.2363 0.1664 1.5872 0.7082 0.5659 -0.2676 -0.3265
1305031450.7095 1.2373 0.1706 1.5838 0.7085 0.5663 -0.2682 -0.3247
1305031450.7195 1.2383 0.1745 1.5804 0.7091 0.5666 -0.2681 -0.3228
1305031450.7296 1.2392 0.1786 1.5770 0.7098 0.5664 -0.2680 -0.3218
1305031450.7396 1.2405 0.1827 1.5737 0.7108 0.5660 -0.2677 -0.3203
1305031450.7495 1.2414 0.1869 1.5705 0.7110 0.5656 -0.2684 -0.3203
1305031450.7596 1.2422 0.1910 1.5672 0.7110 0.5648 -0.2691 -0.3208
1305031450.7696 1.2431 0.1950 1.5639 0.7114 0.5644 -0.2689 -0.3210
1305031450.7795 1.2441 0.1991 1.5608 0.7118 0.5642 -0.2681 -0.3212
1305031450.7895 1.2450 0.2032 1.5575 0.7122 0.5640 -0.2671 -0.3215
1305031450.7996 1.2458 0.2072 1.5541 0.7123 0.5638 -0.2664 -0.3220
1305031450.8094 1.2470 0.2111 1.5510 0.7134 0.5639 -0.2641 -0.3213
1305031450.8195 1.2479 0.2151 1.5478 0.7143 0.5635 -0.2627 -0.3213
1305031450.8295 1.2488 0.2191 1.5446 0.7150 0.5627 -0.2615 -0.3222
1305031450.8396 1.2491 0.2230 1.5413 0.7150 0.5619 -0.2619 -0.3234
1305031450.8495 1.2502 0.2269 1.5383 0.7161 0.5614 -0.2597 -0.3234
1305031450.8595 1.2510 0.2307 1.5353 0.7171 0.5613 -0.2578 -0.3230
1305031450.8695 1.2515 0.2347 1.5322 0.7169 0.5614 -0.2570 -0.3239
1305031450.8795 1.2528 0.2385 1.5294 0.7185 0.5614 -0.2535 -0.3230
1305031450.8895 1.2530 0.2425 1.5264 0.7178 0.5619 -0.2535 -0.3238
1305031450.8996 1.2540 0.2463 1.5237 0.7184 0.5621 -0.2517 -0.3235
1305031450.9095 1.2545 0.2503 1.5210 0.7177 0.5615 -0.2524 -0.3255
1305031450.9194 1.2551 0.2543 1.5183 0.7176 0.5606 -0.2533 -0.3266
1305031450.9295 1.2559 0.2582 1.5159 0.7177 0.5591 -0.2541 -0.3283
1305031450.9395 1.2563 0.2622 1.5130 0.7173 0.5573 -0.2563 -0.3305
1305031450.9495 1.2566 0.2662 1.5103 0.7173 0.5560 -0.2577 -0.3315
1305031450.9595 1.2573 0.2700 1.5075 0.7178 0.5553 -0.2581 -0.3313
1305031450.9696 1.2575 0.2739 1.5046 0.7179 0.5544 -0.2593 -0.3317
1305031450.9796 1.2578 0.2777 1.5016 0.7180 0.5541 -0.2600 -0.3315
1305031450.9895 1.2580 0.2815 1.4985 0.7181 0.5533 -0.2614 -0.3314
1305031450.9996 1.2581 0.2852 1.4956 0.7182 0.5522 -0.2634 -0.3315
1305031451.0095 1.2587 0.2887 1.4927 0.7199 0.5512 -0.2627 -0.3300
1305031451.0195 1.2581 0.2923 1.4895 0.7186 0.5492 -0.2679 -0.3320
1305031451.0295 1.2579 0.2961 1.4861 0.7184 0.5465 -0.2714 -0.3340
1305031451.0396 1.2580 0.2994 1.4830 0.7197 0.5453 -0.2722 -0.3325
1305031451.0495 1.2575 0.3031 1.4794 0.7198 0.5430 -0.2752 -0.3336
1305031451.0596 1.2572 0.3063 1.4760 0.7211 0.5421 -0.2758 -0.3317
1305031451.0695 1.2566 0.3095 1.4722 0.7218 0.5406 -0.2780 -0.3309
1305031451.0795 1.2558 0.3128 1.4684 0.7225 0.5391 -0.2805 -0.3297
1305031451.0895 1.2550 0.3161 1.4645 0.7233 0.5372 -0.2831 -0.3287
1305031451.0995 1.2544 0.3193 1.4606 0.7249 0.5355 -0.2847 -0.3268
1305031451.1096 1.2533 0.3225 1.4565 0.7261 0.5328 -0.2874 -0.3260
1305031451.1195 1.2524 0.3255 1.4524 0.7281 0.5310 -0.2889 -0.3233
1305031451.1295 1.2516 0.3285 1.4484 0.7299 0.5292 -0.2900 -0.3212
1305031451.1396 1.2504 0.3313 1.4442 0.7311 0.5276 -0.2920 -0.3193
1305031451.1495 1.2493 0.3340 1.4402 0.7322 0.5267 -0.2937 -0.3167
1305031451.1595 1.2481 0.3365 1.4362 0.7327 0.5261 -0.2960 -0.3144
1305031451.1696 1.2468 0.3389 1.4322 0.7327 0.5253 -0.2992 -0.3127
1305031451.1796 1.2453 0.3414 1.4282 0.7327 0.5249 -0.3024 -0.3103
1305031451.1895 1.2441 0.3438 1.4242 0.7326 0.5256 -0.3043 -0.3072
1305031451.1995 1.2426 0.3461 1.4199 0.7333 0.5259 -0.3057 -0.3037
1305031451.2095 1.2413 0.3482 1.4158 0.7345 0.5269 -0.3059 -0.2989
1305031451.2195 1.2399 0.3505 1.4117 0.7356 0.5274 -0.3061 -0.2950
1305031451.2295 1.2384 0.3527 1.4075 0.7367 0.5284 -0.3057 -0.2909
1305031451.2395 1.2372 0.3549 1.4038 0.7374 0.5290 -0.3057 -0.2879
1305031451.2496 1.2361 0.3571 1.4002 0.7381 0.5298 -0.3050 -0.2855
1305031451.2596 1.2349 0.3593 1.3967 0.7378 0.5302 -0.3063 -0.2843
1305031451.2695 1.2335 0.3613 1.3934 0.7374 0.5304 -0.3073 -0.2837
1305031451.2795 1.2321 0.3635 1.3901 0.7367 0.5315 -0.3080 -0.2828
1305031451.2895 1.2310 0.3655 1.3870 0.7357 0.5333 -0.3083 -0.2816
1305031451.2995 1.2296 0.3676 1.3838 0.7339 0.5351 -0.3093 -0.2816
1305031451.3095 1.2283 0.3697 1.3809 0.7324 0.5378 -0.3097 -0.2800
1305031451.3195 1.2271 0.3717 1.3778 0.7309 0.5411 -0.3095 -0.2779
1305031451.3296 1.2257 0.3738 1.3749 0.7296 0.5441 -0.3091 -0.2758
1305031451.3395 1.2247 0.3761 1.3721 0.7282 0.5472 -0.3094 -0.2730
1305031451.3495 1.2235 0.3783 1.3694 0.7272 0.5498 -0.3095 -0.2705
1305031451.3595 1.2222 0.3807 1.3668 0.7253 0.5521 -0.3107 -0.2695
1305031451.3695 1.2213 0.3830 1.3644 0.7238 0.5549 -0.3114 -0.2669
1305031451.3796 1.2201 0.3856 1.3622 0.7215 0.5575 -0.3122 -0.2667
1305031451.3895 1.2191 0.3880 1.3602 0.7193 0.5602 -0.3126 -0.2666
1305031451.3995 1.2182 0.3907 1.3583 0.7163 0.5641 -0.3125 -0.2664
1305031451.4096 1.2173 0.3932 1.3567 0.7132 0.5687 -0.3122 -0.2655
1305031451.4195 1.2162 0.3959 1.3550 0.7092 0.5735 -0.3120 -0.2662
1305031451.4295 1.2154 0.3987 1.3537 0.7050 0.5786 -0.3113 -0.2669
1305031451.4395 1.2146 0.4015 1.3524 0.7010 0.5840 -0.3107 -0.2666
1305031451.4495 1.2137 0.4046 1.3513 0.6967 0.5889 -0.3109 -0.2668
1305031451.4595 1.2128 0.4077 1.3503 0.6924 0.5934 -0.3115 -0.2673
1305031451.4695 1.2119 0.4111 1.3494 0.6890 0.5975 -0.3117 -0.2667
1305031451.4795 1.2113 0.4145 1.3486 0.6865 0.6014 -0.3112 -0.2649
1305031451.4895 1.2106 0.4182 1.3480 0.6838 0.6047 -0.3118 -0.2636
1305031451.4996 1.2098 0.4219 1.3477 0.6808 0.6073 -0.3137 -0.2632
1305031451.5096 1.2090 0.4255 1.3476 0.6770 0.6101 -0.3164 -0.2634
1305031451.5196 1.2078 0.4292 1.3475 0.6722 0.6132 -0.3206 -0.2634
1305031451.5295 1.2073 0.4329 1.3478 0.6682 0.6180 -0.3216 -0.2610
1305031451.5395 1.2066 0.4368 1.3482 0.6637 0.6228 -0.3238 -0.2584
1305031451.5495 1.2060 0.4407 1.3486 0.6596 0.6268 -0.3261 -0.2563
1305031451.5595 1.2055 0.4447 1.3492 0.6557 0.6302 -0.3288 -0.2545
1305031451.5695 1.2049 0.4491 1.3500 0.6521 0.6325 -0.3324 -0.2534
1305031451.5795 1.2042 0.4536 1.3508 0.6500 0.6343 -0.3342 -0.2518
1305031451.5895 1.2035 0.4584 1.3516 0.6479 0.6362 -0.3360 -0.2500
1305031451.5995 1.2030 0.4633 1.3527 0.6472 0.6378 -0.3364 -0.2473
1305031451.6095 1.2023 0.4683 1.3537 0.6476 0.6392 -0.3357 -0.2436
1305031451.6195 1.2013 0.4733 1.3547 0.6476 0.6394 -0.3367 -0.2419
1305031451.6296 1.2005 0.4784 1.3560 0.6477 0.6397 -0.3373 -0.2399
1305031451.6395 1.1998 0.4836 1.3574 0.6482 0.6397 -0.3375 -0.2382
1305031451.6496 1.1990 0.4888 1.3589 0.6484 0.6396 -0.3382 -0.2372
1305031451.6595 1.1983 0.4940 1.3605 0.6477 0.6397 -0.3393 -0.2368
1305031451.6695 1.1976 0.4992 1.3624 0.6468 0.6397 -0.3407 -0.2372
1305031451.6796 1.1970 0.5045 1.3644 0.6458 0.6400 -0.3416 -0.2380
1305031451.6895 1.1960 0.5095 1.3662 0.6436 0.6385 -0.3464 -0.2409
1305031451.6995 1.1957 0.5147 1.3684 0.6433 0.6393 -0.3458 -0.2405
1305031451.7095 1.1951 0.5199 1.3706 0.6428 0.6382 -0.3479 -0.2419
1305031451.7195 1.1946 0.5251 1.3725 0.6433 0.6375 -0.3483 -0.2416
1305031451.7296 1.1943 0.5301 1.3748 0.6437 0.6368 -0.3488 -0.2418
1305031451.7395 1.1937 0.5353 1.3771 0.6446 0.6355 -0.3489 -0.2427
1305031451.7496 1.1926 0.5404 1.3794 0.6448 0.6335 -0.3510 -0.2443
1305031451.7596 1.1922 0.5453 1.3818 0.6462 0.6318 -0.3513 -0.2446
1305031451.7695 1.1918 0.5502 1.3843 0.6475 0.6303 -0.3514 -0.2449
1305031451.7795 1.1913 0.5550 1.3868 0.6485 0.6284 -0.3522 -0.2460
1305031451.7895 1.1910 0.5598 1.3894 0.6502 0.6270 -0.3519 -0.2456
1305031451.7995 1.1908 0.5642 1.3917 0.6521 0.6249 -0.3520 -0.2459
1305031451.8095 1.1906 0.5687 1.3945 0.6535 0.6231 -0.3519 -0.2467
1305031451.8195 1.1900 0.5733 1.3971 0.6545 0.6208 -0.3528 -0.2485
1305031451.8295 1.1896 0.5779 1.3999 0.6558 0.6185 -0.3533 -0.2502
1305031451.8396 1.1894 0.5822 1.4030 0.6567 0.6169 -0.3532 -0.2520
1305031451.8495 1.1889 0.5862 1.4057 0.6575 0.6148 -0.3541 -0.2535
1305031451.8596 1.1885 0.5903 1.4086 0.6583 0.6130 -0.3546 -0.2550
1305031451.8695 1.1883 0.5942 1.4115 0.6596 0.6118 -0.3536 -0.2560
1305031451.8796 1.1878 0.5981 1.4144 0.6608 0.6102 -0.3528 -0.2580
1305031451.8895 1.1875 0.6019 1.4174 0.6620 0.6086 -0.3518 -0.2601
1305031451.8995 1.1872 0.6054 1.4204 0.6629 0.6071 -0.3504 -0.2630
1305031451.9095 1.1871 0.6087 1.4236 0.6637 0.6065 -0.3484 -0.2651
1305031451.9195 1.1864 0.6123 1.4268 0.6639 0.6045 -0.3480 -0.2695
1305031451.9295 1.1860 0.6155 1.4298 0.6651 0.6027 -0.3467 -0.2723
1305031451.9395 1.1858 0.6187 1.4328 0.6669 0.6012 -0.3443 -0.2743
1305031451.9496 1.1855 0.6220 1.4357 0.6689 0.5997 -0.3416 -0.2762
1305031451.9595 1.1861 0.6251 1.4387 0.6731 0.5976 -0.3360 -0.2774
1305031451.9695 1.1860 0.6282 1.4415 0.6760 0.5962 -0.3318 -0.2785
1305031451.9794 1.1857 0.6315 1.4441 0.6793 0.5958 -0.3267 -0.2773
1305031451.9895 1.1850 0.6345 1.4468 0.6821 0.5940 -0.3237 -0.2777
1305031451.9995 1.1849 0.6377 1.4494 0.6868 0.5916 -0.3189 -0.2769
1305031452.0096 1.1846 0.6408 1.4521 0.6912 0.5897 -0.3141 -0.2752
1305031452.0195 1.1844 0.6441 1.4548 0.6951 0.5882 -0.3103 -0.2731
1305031452.0296 1.1847 0.6473 1.4574 0.7001 0.5864 -0.3049 -0.2703
1305031452.0395 1.1843 0.6507 1.4602 0.7036 0.5850 -0.3015 -0.2681
1305031452.0495 1.1841 0.6540 1.4628 0.7069 0.5824 -0.2996 -0.2670
1305031452.0595 1.1839 0.6574 1.4654 0.7105 0.5798 -0.2976 -0.2654
1305031452.0695 1.1837 0.6609 1.4681 0.7139 0.5780 -0.2952 -0.2629
1305031452.0795 1.1840 0.6644 1.4711 0.7171 0.5759 -0.2931 -0.2611
1305031452.0895 1.1840 0.6683 1.4738 0.7195 0.5732 -0.2931 -0.2606
1305031452.0994 1.1841 0.6720 1.4766 0.7220 0.5702 -0.2932 -0.2602
1305031452.1095 1.1842 0.6756 1.4795 0.7246 0.5681 -0.2918 -0.2590
1305031452.1195 1.1846 0.6794 1.4824 0.7273 0.5654 -0.2902 -0.2590
1305031452.1295 1.1846 0.6831 1.4853 0.7296 0.5620 -0.2899 -0.2605
1305031452.1395 1.1850 0.6870 1.4883 0.7316 0.5596 -0.2888 -0.2611
1305031452.1495 1.1855 0.6908 1.4912 0.7339 0.5569 -0.2869 -0.2625
1305031452.1595 1.1856 0.6948 1.4941 0.7354 0.5541 -0.2861 -0.2652
1305031452.1695 1.1859 0.6986 1.4969 0.7369 0.5509 -0.2853 -0.2685
1305031452.1795 1.1863 0.7027 1.4996 0.7382 0.5490 -0.2834 -0.2710
1305031452.1894 1.1870 0.7066 1.5024 0.7403 0.5470 -0.2803 -0.2722
1305031452.1995 1.1872 0.7106 1.5049 0.7417 0.5456 -0.2776 -0.2741
1305031452.2097 1.1879 0.7147 1.5075 0.7429 0.5443 -0.2752 -0.2758
1305031452.2195 1.1883 0.7184 1.5102 0.7447 0.5422 -0.2726 -0.2776
1305031452.2295 1.1888 0.7226 1.5129 0.7462 0.5407 -0.2702 -0.2790
1305031452.2395 1.1895 0.7265 1.5153 0.7476 0.5391 -0.2687 -0.2798
1305031452.2495 1.1897 0.7305 1.5175 0.7484 0.5367 -0.2683 -0.2824
1305031452.2595 1.1898 0.7345 1.5199 0.7488 0.5360 -0.2680 -0.2830
1305031452.2694 1.1902 0.7384 1.5223 0.7499 0.5347 -0.2669 -0.2839
1305031452.2795 1.1905 0.7421 1.5244 0.7501 0.5341 -0.2667 -0.2847
1305031452.2895 1.1906 0.7459 1.5264 0.7501 0.5341 -0.2661 -0.2852
1305031452.2995 1.1910 0.7495 1.5286 0.7504 0.5344 -0.2649 -0.2849
1305031452.3095 1.1911 0.7535 1.5306 0.7501 0.5346 -0.2643 -0.2857
1305031452.3195 1.1911 0.7571 1.5325 0.7495 0.5356 -0.2641 -0.2858
1305031452.3295 1.1912 0.7607 1.5346 0.7496 0.5366 -0.2626 -0.2848
1305031452.3395 1.1914 0.7646 1.5364 0.7502 0.5365 -0.2615 -0.2846
1305031452.3496 1.1916 0.7686 1.5382 0.7509 0.5357 -0.2612 -0.2847
1305031452.3596 1.1913 0.7729 1.5399 0.7513 0.5340 -0.2613 -0.2866
1305031452.3696 1.1919 0.7771 1.5417 0.7532 0.5327 -0.2590 -0.2862
1305031452.3795 1.1920 0.7814 1.5431 0.7549 0.5302 -0.2582 -0.2867
1305031452.3895 1.1921 0.7861 1.5446 0.7576 0.5272 -0.2566 -0.2869
1305031452.3995 1.1918 0.7909 1.5458 0.7599 0.5238 -0.2559 -0.2877
1305031452.4095 1.1921 0.7955 1.5471 0.7635 0.5191 -0.2545 -0.2878
1305031452.4195 1.1921 0.8001 1.5479 0.7675 0.5135 -0.2537 -0.2880
1305031452.4294 1.1921 0.8051 1.5491 0.7706 0.5079 -0.2535 -0.2899
1305031452.4395 1.1921 0.8103 1.5504 0.7739 0.5022 -0.2525 -0.2917
1305031452.4495 1.1926 0.8148 1.5514 0.7774 0.4970 -0.2514 -0.2924
1305031452.4595 1.1929 0.8194 1.5523 0.7805 0.4922 -0.2502 -0.2931
1305031452.4695 1.1935 0.8237 1.5531 0.7834 0.4876 -0.2493 -0.2941
1305031452.4795 1.1942 0.8282 1.5540 0.7865 0.4837 -0.2469 -0.2942
1305031452.4895 1.1946 0.8323 1.5546 0.7887 0.4798 -0.2455 -0.2958
1305031452.4995 1.1954 0.8365 1.5553 0.7914 0.4758 -0.2432 -0.2970
1305031452.5095 1.1961 0.8405 1.5559 0.7937 0.4724 -0.2412 -0.2980
1305031452.5195 1.1971 0.8446 1.5565 0.7961 0.4683 -0.2392 -0.2994
1305031452.5294 1.1979 0.8486 1.5570 0.7991 0.4652 -0.2361 -0.2988
1305031452.5395 1.1987 0.8526 1.5576 0.8010 0.4618 -0.2346 -0.3002
1305031452.5495 1.1998 0.8563 1.5580 0.8031 0.4577 -0.2329 -0.3023
1305031452.5594 1.1997 0.8603 1.5582 0.8030 0.4533 -0.2338 -0.3084
1305031452.5694 1.2004 0.8639 1.5584 0.8040 0.4501 -0.2329 -0.3109
1305031452.5795 1.2016 0.8670 1.5588 0.8059 0.4476 -0.2300 -0.3120
1305031452.5895 1.2024 0.8702 1.5590 0.8070 0.4462 -0.2274 -0.3129
1305031452.5994 1.2033 0.8734 1.5590 0.8081 0.4451 -0.2252 -0.3132
1305031452.6095 1.2042 0.8764 1.5589 0.8092 0.4426 -0.2232 -0.3153
1305031452.6195 1.2052 0.8794 1.5589 0.8108 0.4403 -0.2206 -0.3163
1305031452.6294 1.2061 0.8824 1.5587 0.8119 0.4378 -0.2189 -0.3183
1305031452.6395 1.2069 0.8853 1.5582 0.8134 0.4341 -0.2179 -0.3201
1305031452.6495 1.2080 0.8881 1.5578 0.8151 0.4309 -0.2165 -0.3211
1305031452.6595 1.2087 0.8907 1.5572 0.8168 0.4280 -0.2153 -0.3214
1305031452.6694 1.2097 0.8933 1.5564 0.8189 0.4251 -0.2138 -0.3210
1305031452.6795 1.2106 0.8958 1.5557 0.8207 0.4216 -0.2125 -0.3218
1305031452.6895 1.2116 0.8983 1.5550 0.8229 0.4180 -0.2105 -0.3222
1305031452.6995 1.2127 0.9006 1.5542 0.8252 0.4140 -0.2088 -0.3226
1305031452.7095 1.2136 0.9030 1.5533 0.8273 0.4095 -0.2078 -0.3236
1305031452.7195 1.2147 0.9051 1.5524 0.8295 0.4041 -0.2070 -0.3252
1305031452.7295 1.2157 0.9072 1.5515 0.8320 0.3993 -0.2061 -0.3254
1305031452.7395 1.2168 0.9089 1.5501 0.8345 0.3936 -0.2064 -0.3258
1305031452.7495 1.2179 0.9105 1.5489 0.8373 0.3891 -0.2057 -0.3245
1305031452.7595 1.2189 0.9121 1.5475 0.8394 0.3845 -0.2057 -0.3244
1305031452.7695 1.2200 0.9134 1.5461 0.8421 0.3805 -0.2049 -0.3226
1305031452.7796 1.2213 0.9145 1.5446 0.8454 0.3760 -0.2030 -0.3205
1305031452.7895 1.2223 0.9157 1.5433 0.8475 0.3710 -0.2026 -0.3211
1305031452.7995 1.2234 0.9168 1.5419 0.8495 0.3656 -0.2022 -0.3222
1305031452.8094 1.2248 0.9175 1.5408 0.8521 0.3603 -0.2016 -0.3217
1305031452.8195 1.2260 0.9181 1.5396 0.8544 0.3552 -0.2008 -0.3218
1305031452.8294 1.2271 0.9186 1.5381 0.8559 0.3490 -0.2016 -0.3239
1305031452.8395 1.2287 0.9185 1.5374 0.8584 0.3439 -0.2002 -0.3238
1305031452.8495 1.2298 0.9187 1.5362 0.8595 0.3388 -0.2007 -0.3259
1305031452.8595 1.2311 0.9185 1.5350 0.8609 0.3349 -0.2002 -0.3264
